key,condition,mode,term,seed,period,scale,run_id,wall_s,epochs_run,h0/direction/mcc,h0/direction/auc,h0/direction/brier,h0/direction/ece_pos,h0/direction/acc,h0/direction/bal_acc,h0/direction/pred_up_rate,h0/direction/true_up_rate,h0/direction/n_masked,h0/gauss_direction/mcc,h0/gauss_direction/auc,h0/gauss_direction/brier,h0/gauss_direction/ece_pos,h0/gauss_direction/acc,h0/gauss_direction/bal_acc,h0/gauss_direction/pred_up_rate,h0/gauss_direction/true_up_rate,h0/gauss_direction/n_masked,h0/delta/rmse,h0/delta/mae,h0/delta/ev,h0/delta/corr,h0/delta/skill_vs_zero,h0/variance/crps,h0/variance/nll,h0/variance/pit_ks,h0/variance/corr_var_err2_spearman,h0/variance/sigma_dispersion,h0/variance/coverage90,h0/variance/width90,h0/variance/crpss,h0/confidence_gap/gap,h0/n_eff,h1/direction/mcc,h1/direction/auc,h1/direction/brier,h1/direction/ece_pos,h1/direction/acc,h1/direction/bal_acc,h1/direction/pred_up_rate,h1/direction/true_up_rate,h1/direction/n_masked,h1/gauss_direction/mcc,h1/gauss_direction/auc,h1/gauss_direction/brier,h1/gauss_direction/ece_pos,h1/gauss_direction/acc,h1/gauss_direction/bal_acc,h1/gauss_direction/pred_up_rate,h1/gauss_direction/true_up_rate,h1/gauss_direction/n_masked,h1/delta/rmse,h1/delta/mae,h1/delta/ev,h1/delta/corr,h1/delta/skill_vs_zero,h1/variance/crps,h1/variance/nll,h1/variance/pit_ks,h1/variance/corr_var_err2_spearman,h1/variance/sigma_dispersion,h1/variance/coverage90,h1/variance/width90,h1/variance/crpss,h1/confidence_gap/gap,h1/n_eff,h2/direction/mcc,h2/direction/auc,h2/direction/brier,h2/direction/ece_pos,h2/direction/acc,h2/direction/bal_acc,h2/direction/pred_up_rate,h2/direction/true_up_rate,h2/direction/n_masked,h2/gauss_direction/mcc,h2/gauss_direction/auc,h2/gauss_direction/brier,h2/gauss_direction/ece_pos,h2/gauss_direction/acc,h2/gauss_direction/bal_acc,h2/gauss_direction/pred_up_rate,h2/gauss_direction/true_up_rate,h2/gauss_direction/n_masked,h2/delta/rmse,h2/delta/mae,h2/delta/ev,h2/delta/corr,h2/delta/skill_vs_zero,h2/variance/crps,h2/variance/nll,h2/variance/pit_ks,h2/variance/corr_var_err2_spearman,h2/variance/sigma_dispersion,h2/variance/coverage90,h2/variance/width90,h2/variance/crpss,h2/confidence_gap/gap,h2/n_eff,coherence/mag_order_full,coherence/unanimity,coherence/delta_dir_align_all,coherence/coherence_primary,backtest/n_trades,backtest/total_return,backtest/sharpe_net,backtest/sharpe_gross,backtest/sortino,backtest/max_drawdown,backtest/hit_rate,backtest/profit_factor,backtest/avg_hold_bars,backtest/exposure,backtest/turnover,backtest/fees_paid,backtest/costs_paid,backtest/gross_pnl,backtest/net_pnl
only-LAMBDA_HD__s2__P1,only:LAMBDA_HD,leave_one_in,LAMBDA_HD,2,P1,full,20260923T223041Z-6dec27a-3ab49427-only-LAMBDA_HD__s2__P1,320.48852348327637,20,-0.012830748382607197,0.48752443773630216,0.2558163658603502,0.06557400173233423,0.4801611278952669,0.4940522334590131,0.6904330312185297,0.4634441087613293,4965.0,0.018501236136880317,0.5016431033380186,0.25008205249263443,0.037515116540775634,0.4944612286002014,0.5085624248759841,0.692245720040282,0.4634441087613293,4965.0,219.44907757736271,149.54689334828916,0.0002581119549769362,0.046479060032917074,0.00012995497967538405,109.73835162314583,6.715141709394711,0.04166240618934716,0.43562932353139655,0.37370772131888097,0.9231619679380874,734.0727900581064,0.04150845843701023,-0.009054835233025249,723.0,-0.025133786661105495,0.4950422191561171,0.25785421670237263,0.08995972194669367,0.4623675896673481,0.49221880874868174,0.8933283776249767,0.4619959115406058,5381.0,0.06838912732150128,0.5435925118487364,0.24986111634659458,0.03929997439520836,0.5205352165025088,0.5325816281018262,0.6560118937000557,0.4619959115406058,5381.0,269.88723349967654,182.6541493577918,0.0014662545952537354,0.08984598987786833,0.0012233829151264697,134.59425644776297,6.930041341228666,0.04074012435336546,0.41692982986032995,0.3534047563473709,0.9282752902155887,911.2236984389821,0.03927009303139861,-0.007383165469775466,482.0,0.06142251219326659,0.5363640368681577,0.25032567370939457,0.04924542457611007,0.5263716814159292,0.5305572076367058,0.5601769911504425,0.4663716814159292,5650.0,0.0,0.5,0.25,0.03362831858407078,0.5336283185840708,0.5,0.0,0.4663716814159292,5650.0,317.31717460413154,213.9626347429519,0.0,0.0,0.0,158.82777513720063,7.128643924368825,0.05233472982105052,0.4051958823199383,0.3140296680389867,0.9249585406301825,1047.2564198386865,0.03219953981866919,-0.011695622137502193,361.0,0.0,0.5049751243781094,0.14220563847429518,0.6996959646213378,250.0,-0.4824552075777119,-108.45481230949191,-0.3096228196393216,-129.20904179798964,0.4824552075777118,0.116,0.07422858938380524,11.24,0.3883360972913212,370.0626663451663,3700.387716544615,4810.504031507995,-14.04804426912366,-4824.552075777123
only-LAMBDA_HD__s2__P2,only:LAMBDA_HD,leave_one_in,LAMBDA_HD,2,P2,full,20260923T224957Z-6dec27a-d791e2d9-only-LAMBDA_HD__s2__P2,409.2398307323456,20,-0.04531072069866589,0.4680304190756912,0.2520777430632739,0.040406148192268655,0.48213283442469596,0.4782330251519399,0.639289055191768,0.5139382600561272,5345.0,-0.014738614436131517,0.48432652262822656,0.25347032857251,0.04858678605385141,0.4864359214218896,0.4937143970901982,0.23872778297474276,0.5139382600561272,5345.0,198.02422922870758,147.15743975040976,-0.014640190318646384,-0.04096024139567404,-0.018537694533151683,106.10491405920794,6.652094096796692,0.04120254235322435,0.27243055964773133,0.3137730517618867,0.9016030956329464,647.1188458284814,0.016346781739489447,-0.033990555646029874,723.0,-0.03511357371004365,0.474447328104917,0.25270180486577376,0.04468976418153857,0.48148148148148145,0.48247750703714576,0.46550816219062663,0.5146568369317185,5697.0,0.009526217322165227,0.4891236934098765,0.2509090031931013,0.022470355484210565,0.49727926979111814,0.5042009478252074,0.26399859575215023,0.5146568369317185,5697.0,236.7589637608748,176.14361246755382,-0.00397689144845681,-0.04864445572072296,-0.005574590107908728,127.13358432217713,6.844066228664093,0.030867578108904392,0.2518472494563297,0.29133723769408376,0.9078220011055832,789.2771518956382,0.01824813858173202,-0.0222775794496613,482.0,-0.0014235919857269875,0.4998747336784601,0.25207034271426365,0.03405082854762006,0.494722505958461,0.49930900357200575,0.37861763704460333,0.5188968335035751,5874.0,0.004381669595115634,0.4881824750674743,0.25152910351021585,0.029343238477131973,0.49353081375553287,0.5019622348161894,0.276983316309159,0.5188968335035751,5874.0,270.38369056152726,200.813807916422,-0.006855058774181355,-0.04945093316862248,-0.009520077370068991,145.2453240549801,6.975568559345298,0.04092773384176296,0.24264595056649474,0.2731622412626194,0.9130735212824765,921.7461287879659,0.017658362879261036,0.016345085118986524,361.0,0.08360972913211719,0.2621614151464898,0.1941680486456606,0.6303206191265893,187.0,-0.3944609145132515,-111.82650495520787,-4.449014088527136,-126.72662396650499,0.39523546787774555,0.10160427807486631,0.042377432839778816,11.224598930481283,0.29007739082365946,293.47955296750024,2934.8679357388237,3815.3283164604686,-129.2808286720511,-3944.609145132518
only-LAMBDA_IFE__s0__P1,only:LAMBDA_IFE,leave_one_in,LAMBDA_IFE,0,P1,full,20260923T225652Z-6dec27a-716e2a67-only-LAMBDA_IFE__s0__P1,247.481840133667,15,-0.01046788367313007,0.4922180165824233,0.2555587428710207,0.05851350776107727,0.48942598187311176,0.4948098359115308,0.5740181268882175,0.4634441087613293,4965.0,0.0,0.5,0.25,0.0365558912386707,0.5365558912386706,0.5,0.0,0.4634441087613293,4965.0,219.46333821751685,149.54435612734937,0.0,0.0,0.0,110.27676616007582,6.727557871374398,0.04912679481718096,0.3707781129884189,0.2669547528004614,0.9231619679380874,733.91437716391,0.03680576542341196,-0.0007199460357737997,723.0,-0.002934413793997798,0.5248087736922622,0.2520846073301659,0.05890653237445983,0.47388961159635756,0.4988920337308617,0.829028061698569,0.4619959115406058,5381.0,0.0,0.5,0.25,0.03800408845939418,0.5380040884593942,0.5,0.0,0.4619959115406058,5381.0,270.0524728436226,182.76783292737701,0.0,0.0,0.0,136.17404075152388,6.926370363394585,0.07542423719675428,0.3310633992598739,0.19984195793690485,0.927860696517413,910.2512792816304,0.02799363839477953,0.022227411082850368,482.0,0.0068699473551370955,0.5131932368517942,0.25537047809141855,0.07637773932936506,0.4778761061946903,0.502361059975266,0.8638938053097345,0.4663716814159292,5650.0,0.0,0.5,0.25,0.03362831858407078,0.5336283185840708,0.5,0.0,0.4663716814159292,5650.0,317.31717460413154,213.9626347429519,0.0,0.0,0.0,160.21046186433517,7.100539727352915,0.07218694118326707,0.3207532541989737,0.1718499350097084,0.9249585406301825,1047.2564198386865,0.023774282651580658,0.00045831332659629354,361.0,1.0,0.4538419016030956,0.022388059701492536,0.15146489773355445,338.0,-0.6053590330844264,-142.55335516178792,-9.273192528156244,-162.2417663997362,0.6058423024689404,0.07396449704142012,0.03286747358466361,9.266272189349113,0.43283582089552236,443.4996739754213,4434.931036833845,5765.410347884001,-288.1799829602647,-6053.590330844266
only-LAMBDA_IFE__s0__P2,only:LAMBDA_IFE,leave_one_in,LAMBDA_IFE,0,P2,full,20260923T231203Z-6dec27a-99449444-only-LAMBDA_IFE__s0__P2,427.6565611362457,20,0.011824895576157124,0.513856182390027,0.2512343056180534,0.028998890909998538,0.5032740879326474,0.5058159184363206,0.40898035547240413,0.5139382600561272,5345.0,-0.024903235200069603,0.49911009364824616,0.25080181349804304,0.028930438020161223,0.48175865294667913,0.48988426873686547,0.20823199251637045,0.5139382600561272,5345.0,196.67342117134706,146.09142257798226,-0.0045433236885610295,-0.007047608068861961,-0.004689325547905465,106.57864727627286,6.66271518389249,0.061920624655933176,0.2678081968862249,0.28163538279093264,0.9028468767274738,644.5959051150207,0.011955003962799693,0.03104806490766504,723.0,0.0024439595683804194,0.5049275439189439,0.25043152403066155,0.018863528057589517,0.49991223450939093,0.5012176544163178,0.4555028962611901,0.5146568369317185,5697.0,-0.016104810425441422,0.49166582377161405,0.25043335393738886,0.020618570128634214,0.48534316306828157,0.49320215419305335,0.23170089520800422,0.5146568369317185,5697.0,236.52520381390977,175.9820031763376,-0.0036993902614670393,-0.02453050338578054,-0.00358989633871043,129.1798048510716,6.8603095097106,0.0610478420338732,0.24551678497254265,0.3465536212190929,0.9072692095080155,786.5250162184276,0.002446799983241932,0.012626935488646074,482.0,0.019627285790061837,0.5043209915241487,0.25116661323646794,0.02598985444915376,0.5056179775280899,0.5096015068180172,0.39496084439904666,0.5188968335035751,5874.0,-0.005377253431926394,0.49658170382629985,0.25063601507795363,0.02115884613832515,0.4921688798093293,0.4974153808003299,0.36108273748723185,0.5188968335035751,5874.0,269.9056411056465,200.5093802290554,-0.006029109518224329,-0.01953045901758795,-0.00595348728525158,146.84590932111345,6.981786442197752,0.0568738375524086,0.2317087693147528,0.28518942352744303,0.9148700939745716,924.0189430241261,0.0068330811642394185,-0.017730232878667818,361.0,0.2708678828081813,0.40243228302929795,0.2816473189607518,0.539110005527916,214.0,-0.4312263807480473,-115.24736870032349,-2.17359347045805,-131.0495845609716,0.43227639046803407,0.07009345794392523,0.026751575193802394,8.238317757009346,0.24364289662797126,326.6589771998667,3266.791066623494,4246.828386610538,-65.43542086993574,-4312.263807480478
only-LAMBDA_IFE__s1__P1,only:LAMBDA_IFE,leave_one_in,LAMBDA_IFE,1,P1,full,20260923T230105Z-6dec27a-b16eed59-only-LAMBDA_IFE__s1__P1,319.40964245796204,20,0.0141266107300735,0.5064724927013062,0.2536074500275375,0.05699550858703153,0.4968781470292044,0.5068174432581212,0.6354481369587109,0.4634441087613293,4965.0,0.019217195914607178,0.5221960878740539,0.25076423257178715,0.04591267322080455,0.48298086606243706,0.5072207148478335,0.831017119838872,0.4634441087613293,4965.0,219.56300739082369,149.61718964079122,0.0005982015422895115,0.02723892625272966,-0.0009085053245883046,109.51120442218601,6.669745169628926,0.04794744491167746,0.3993171166958318,0.35513928561706326,0.92191818684356,728.8139822989373,0.043492438217910934,-0.02071578083316228,723.0,-0.038410003882858985,0.47618150416077876,0.2592039319727304,0.09709259258918893,0.46050919903363685,0.48554752902957776,0.830514774205538,0.4619959115406058,5381.0,0.0,0.5,0.25,0.03800408845939418,0.5380040884593942,0.5,0.0,0.4619959115406058,5381.0,270.0524728436226,182.76783292737701,0.0,0.0,0.0,134.19813874088032,6.898957049705459,0.038726016775464764,0.4192231612628946,0.3606451731735103,0.927860696517413,910.2512792816304,0.042097569758309916,-0.02896077017239901,482.0,-0.04702396499559651,0.4742955683316498,0.25669225639187915,0.0878837961068541,0.45946902654867255,0.48375075917062377,0.8621238938053097,0.4663716814159292,5650.0,0.0,0.5,0.25,0.03362831858407078,0.5336283185840708,0.5,0.0,0.4663716814159292,5650.0,317.31717460413154,213.9626347429519,0.0,0.0,0.0,157.5729544887925,7.055148084870335,0.042761076960522004,0.3915059093084062,0.32110529467679955,0.9249585406301825,1047.2564198386865,0.03984565838908538,0.0012520501183838628,361.0,0.0,0.6435876174682145,0.047816473189607515,0.14662797125483693,304.0,-0.5613985389614289,-140.54326711855862,-8.533276764329445,-160.31166852980016,0.5613985389614289,0.06907894736842106,0.02610619604589222,9.256578947368421,0.3888888888888889,413.3947866616581,4133.7663557210835,5373.896262437409,-240.08912717688648,-5613.985389614297
only-LAMBDA_IFE__s1__P2,only:LAMBDA_IFE,leave_one_in,LAMBDA_IFE,1,P2,full,20260923T231918Z-6dec27a-609d77f0-only-LAMBDA_IFE__s1__P2,426.30406618118286,20,0.004579954575725696,0.502416100649235,0.25192816416989766,0.03635671271416956,0.49822263797942,0.5021959010221242,0.35753040224508886,0.5139382600561272,5345.0,-0.05724756434947045,0.46821222564023235,0.25103158343773063,0.042229035340026394,0.4714686623012161,0.47136557117527333,0.5028999064546305,0.5139382600561272,5345.0,196.61039292762675,146.00804698800277,-0.004042348278447516,-0.023274216403158514,-0.004045479963110221,105.52432907376918,6.655855842489262,0.026272899495369872,0.2698329861515287,0.33499303992810214,0.9024322830292979,646.6104451655603,0.021729136500946544,-0.0004819238491635125,723.0,-0.0024930184425405195,0.48882678876721053,0.2532783149293956,0.03556355103198828,0.49956117254695454,0.4987548384231859,0.5274705985606459,0.5146568369317185,5697.0,-0.03158964462828087,0.4681891407157783,0.25096886485413133,0.027078310766199588,0.4849921011058452,0.4842195860850773,0.5258908197296823,0.5146568369317185,5697.0,236.61658562551344,175.95159375232888,-0.004464311495242512,-0.022473606501084698,-0.004365522593048121,126.9633673245884,6.840718635611507,0.022812432860152887,0.2555423860161228,0.302993432380817,0.906301824212272,787.6893747286972,0.019562589480908055,-0.03194875172913514,482.0,-0.01667537228520546,0.4830128303362292,0.25223304770777266,0.02897061962841611,0.4938712972420838,0.4917104808554982,0.5568607422540007,0.5188968335035751,5874.0,-0.05117339498992579,0.46658152271836506,0.25358376279269107,0.05170741356396556,0.475485188968335,0.4744320873107422,0.5268981954375213,0.5188968335035751,5874.0,271.2896185401855,201.65363113290178,-0.016685785798301156,-0.04432251477035863,-0.01629625974857074,145.76878153231766,6.977290147913256,0.024840616223847978,0.25155324859156886,0.28389738909274814,0.9104477611940298,916.4185578927136,0.014118048734234168,-0.03005276931657297,361.0,0.5046987285793256,0.4079601990049751,0.22885572139303484,0.619126589275843,256.0,-0.4878623158333705,-130.97584768554523,-0.8711564084893019,-146.87429397004908,0.4878783100030741,0.06640625,0.024981734477704687,8.16015625,0.2886954118297402,373.08583331593394,3731.3612112073406,4850.76957456954,-27.853583764177657,-4878.623158333721
only-LAMBDA_IFE__s2__P1,only:LAMBDA_IFE,leave_one_in,LAMBDA_IFE,2,P1,full,20260923T230630Z-6dec27a-e0c28a89-only-LAMBDA_IFE__s2__P1,325.57936668395996,20,-0.00465426691953731,0.4902220506034065,0.2543817898968359,0.06335970810719652,0.4841893252769386,0.49783559635254554,0.6868076535750252,0.4634441087613293,4965.0,0.059200436802509165,0.5372507448778635,0.2507583550043588,0.0496666429401725,0.5139979859013092,0.5275971864954916,0.683987915407855,0.4634441087613293,4965.0,219.46420690867308,149.7181438936535,0.0028240408566887476,0.0533486648725496,-7.916519292550106e-06,109.5097979327937,6.6689315080718545,0.045419671046923016,0.4189458772201028,0.36174763676732546,0.9246821448313985,735.9013415008995,0.04350472296764418,-0.019895034622283314,723.0,-0.004854601969788865,0.4979244737716011,0.25641483986248625,0.07928917982510808,0.47054450845567736,0.49834055164881885,0.8658241962460509,0.4619959115406058,5381.0,0.073035890200664,0.5367408784530157,0.2498375676460952,0.042490254280405156,0.531499721241405,0.5363498805747419,0.5610481323174131,0.4619959115406058,5381.0,269.8359053857183,182.617528634904,0.0028524983163554785,0.057629266754362536,0.001603248568239124,134.33897729737487,6.885514861456255,0.05278989805604328,0.3914076067815861,0.3345977992921251,0.9271697070204533,908.6577693440682,0.04109226821833589,-0.01782106204597239,482.0,0.0352704694375448,0.5312098583615761,0.251444420448753,0.060907038949444686,0.5106194690265486,0.5173282858320667,0.5985840707964601,0.4663716814159292,5650.0,0.07690176207418929,0.5488519452075487,0.2496598098804426,0.038043531098541174,0.5265486725663717,0.5367737529934138,0.6495575221238938,0.4663716814159292,5650.0,316.9477366011333,213.71567025862666,0.0035917519470215487,0.08596718541409344,0.002327153854804198,157.8093476424104,7.06438529546052,0.04392057326099763,0.3894947872374557,0.315522569360274,0.925787728026534,1053.8450939651823,0.038405221395886424,0.02035934693610919,361.0,0.14635157545605307,0.5241846323935876,0.3352681039248203,0.5982587064676617,238.0,-0.456480430814853,-101.11474432929849,3.1031153814259365,-121.61858763079641,0.456480430814853,0.12605042016806722,0.08361888806723425,11.016806722689076,0.3623548922056385,359.0409298188959,3589.954137452377,4666.940378688091,102.13607053956117,-4564.804308148531
only-LAMBDA_IFE__s2__P2,only:LAMBDA_IFE,leave_one_in,LAMBDA_IFE,2,P2,full,20260923T232631Z-6dec27a-7f1f51eb-only-LAMBDA_IFE__s2__P2,426.34188985824585,20,-0.019094553850096386,0.4740910582557275,0.25166050158865255,0.029189733024212697,0.48681010289990645,0.4908632217720612,0.35434985968194577,0.5139382600561272,5345.0,-0.016736734263339027,0.4783837249285595,0.25100925052281375,0.028024228966827245,0.48868101028999067,0.49184827005624165,0.386155285313377,0.5139382600561272,5345.0,196.5710053323677,146.04291594532611,-0.002891558177890996,0.00994005834014896,-0.0036432329087727755,105.88540917399504,6.6724949743877,0.026827985472747506,0.2457032281200782,0.3481879459514076,0.900359314538419,642.020550961369,0.018381717526187225,-0.03026697658493699,723.0,-0.08036697338195573,0.4509008286686288,0.2529370688342047,0.06326810480926211,0.4577847990170265,0.46052685463637505,0.4053010356327892,0.5146568369317185,5697.0,-0.04054245465357729,0.4751015791330434,0.25032463456596477,0.03836870632590753,0.47832192381955413,0.4798302203779953,0.44795506406880814,0.5146568369317185,5697.0,236.244811812695,175.72347617845463,-0.0008156601697348886,0.029041083516722646,-0.0012118682806179226,127.40082714008277,6.85837883545969,0.02420407798234947,0.22547379514666938,0.33677264891201036,0.9090657822001106,793.3017489952551,0.016184434208663667,-0.012243833370593982,482.0,-0.00535704236953245,0.4957842484392211,0.2530555791514266,0.04811167214376442,0.4880830779707184,0.4976922669698135,0.245658835546476,0.5188968335035751,5874.0,-0.02807472453289431,0.47899194394755856,0.2535601933166902,0.052031829960187584,0.4839972761321076,0.48603622994577905,0.4455226421518556,0.5188968335035751,5874.0,271.31018485725195,201.6230616697801,-0.015414648412481302,-0.010184780356026343,-0.01645035531248129,146.41316175758737,7.001276709238793,0.02870229250233347,0.22388937362506764,0.3331619182537596,0.9105859590934218,919.6045496821042,0.009759894490452337,0.01669086019844873,361.0,0.4407131011608624,0.33374792703150913,0.2884190160309563,0.5822277501381979,221.0,-0.46716850730717063,-127.69595551959502,-13.999302246433679,-144.43893293911876,0.46859159992788235,0.06787330316742081,0.046343641311987614,12.796380090497738,0.39096185737976785,327.3651065241832,3273.4055094224013,4255.42716224912,-416.25791082257604,-4671.685073071697
only-LAMBDA_T_PERP__s0__P1,only:LAMBDA_T_PERP,leave_one_in,LAMBDA_T_PERP,0,P1,full,20260923T210911Z-6dec27a-8c390f51-only-LAMBDA_T_PERP__s0__P1,321.9199118614197,20,-0.06607468467656172,0.4676151868948479,0.2579509383537759,0.09457501786611329,0.4529707955689829,0.4715568730399239,0.756294058408862,0.4634441087613293,4965.0,0.030172740801516693,0.5219685134939371,0.25011096419746126,0.03987913449388553,0.4928499496475327,0.5127162690722012,0.7707955689828802,0.4634441087613293,4965.0,219.40541541237258,149.52728768128367,0.0010985321519578761,0.07365955140175966,0.0005277889405305158,109.83779628764536,6.688757846785625,0.051864153492692244,0.40619136466855554,0.30739674727597566,0.9235765616362631,735.8200677408349,0.040639875408683857,-0.019873991184640616,723.0,-0.031170270211975288,0.48722538790629943,0.2519964852393946,0.05135652530566042,0.46998699126556404,0.48580298375566383,0.7091618658241963,0.4619959115406058,5381.0,0.0,0.5,0.25,0.03800408845939418,0.5380040884593942,0.5,0.0,0.4619959115406058,5381.0,270.0524728436226,182.76783292737701,0.0,0.0,0.0,134.4726530717675,6.911249974832304,0.043858017435054575,0.38766880108626234,0.342395809697083,0.927860696517413,910.2512792816304,0.04013809440969318,-0.006924725667283416,482.0,-0.052559753100557265,0.4783223666613171,0.25657117348483,0.0829826493720692,0.4584070796460177,0.4796227590699255,0.8168141592920354,0.4663716814159292,5650.0,0.0,0.5,0.25,0.03362831858407078,0.5336283185840708,0.5,0.0,0.4663716814159292,5650.0,317.31717460413154,213.9626347429519,0.0,0.0,0.0,158.41490276138484,7.064799172976418,0.05540496805156592,0.4061816058964536,0.24175209286462668,0.9249585406301825,1047.2564198386865,0.03471533452123632,-0.013443220330982664,361.0,0.0,0.5125760088446656,0.047954671088999444,0.2537313432835821,289.0,-0.5379820845225881,-127.49146226904506,-5.478277600700197,-147.42619304290827,0.5379820845225881,0.10726643598615918,0.0448281498217583,8.200692041522492,0.3275290215588723,400.26070986789165,4002.725350046701,5203.542955060703,-176.27789016519358,-5379.820845225895
only-LAMBDA_T_PERP__s0__P2,only:LAMBDA_T_PERP,leave_one_in,LAMBDA_T_PERP,0,P2,full,20260923T212531Z-6dec27a-ae8a00d9-only-LAMBDA_T_PERP__s0__P2,412.5176956653595,20,0.0261086394231192,0.5288722135954599,0.2511963185855638,0.04141809849919122,0.504022450888681,0.5111997747980651,0.24284377923292796,0.5139382600561272,5345.0,0.014868236379315038,0.5252772077202004,0.24968276476669807,0.012278446519368673,0.5116931711880262,0.5070021099369934,0.6684752104770814,0.5139382600561272,5345.0,195.77719424899746,145.4185181861054,0.003646530745063492,0.06346678197845966,0.0044464083975512825,106.23570424676392,6.658428614812291,0.04921174473297696,0.24476022791056515,0.3062785988458743,0.9071310116086235,651.6442678333301,0.015134281922237425,0.038457276705565535,723.0,0.05512816782829252,0.5304334043009851,0.24979258952728922,0.022881838229897956,0.5157100228190276,0.5234457837567134,0.23679129366333157,0.5146568369317185,5697.0,0.025481194056957597,0.5181917310761838,0.24972072260966388,0.0065878319309767,0.5162366157626821,0.5122671451021219,0.6357732139722662,0.5146568369317185,5697.0,235.6978609355065,175.5970273826098,0.0021532128930308314,0.05800115114805413,0.0034187501984606072,128.06017423246163,6.849944825276823,0.05136013221523417,0.2359676302794244,0.2977829225645518,0.9110005527915975,801.1093579089992,0.011092819442078738,0.010100698312151324,482.0,0.04079399073337457,0.5248269954843755,0.2510705166611277,0.044216422902761704,0.5039155600953353,0.5158476408601791,0.18488253319713993,0.5188968335035751,5874.0,0.015758657448234698,0.5101549308724944,0.2505610545309425,0.02020333529623459,0.5076608784473953,0.5078844642827289,0.4943820224719101,0.5188968335035751,5874.0,269.89072285930723,200.81360609554977,-0.00588916308246068,0.027446243277933057,-0.005842288074061175,146.44007305960093,6.977508368021683,0.0539297882109554,0.22473554224970882,0.28521139013378904,0.914179104477612,932.0082928073356,0.009577884552101068,0.004587915226684447,361.0,0.4224709784411277,0.5902432283029297,0.2216694306246545,0.4575732448866777,246.0,-0.45797503036478504,-116.33519257038616,8.462832136993061,-134.1480847582195,0.45834050522024394,0.08536585365853659,0.03366104109139369,9.760162601626016,0.33181315644002213,372.43401008427486,3724.4086443919487,4841.731237709538,261.98093406168914,-4579.750303647842
only-LAMBDA_T_PERP__s1__P1,only:LAMBDA_T_PERP,leave_one_in,LAMBDA_T_PERP,1,P1,full,20260923T211439Z-6dec27a-aa3f3cea-only-LAMBDA_T_PERP__s1__P1,320.8215444087982,20,0.001765642596544879,0.5034699791055723,0.2540445796036047,0.05831710981770365,0.49264853977844913,0.5008625803117328,0.6122860020140987,0.4634441087613293,4965.0,0.05740179141992439,0.523178328263074,0.25127375000344876,0.057093960974219246,0.48982880161127895,0.5182211220346814,0.8870090634441088,0.4634441087613293,4965.0,219.33667261267755,149.66727280132542,0.005431385084543883,0.07665475653011745,0.0011539882029117932,110.32653403343738,6.718119770476621,0.04480318730902744,0.39044397950080656,0.2972054173466728,0.9228855721393034,732.4086143771232,0.03637107613791546,-0.007992721859234164,723.0,-0.012851894218855013,0.48755893105015025,0.25724100489407165,0.08907591769634156,0.4662702099981416,0.4959878254320916,0.8912841479278945,0.4619959115406058,5381.0,0.0672164292994387,0.5298938303202598,0.2500802179297706,0.044897526997030396,0.49916372421482996,0.5249097189511698,0.8368333023601561,0.4619959115406058,5381.0,269.57818889947174,182.690906322557,0.005013381482855017,0.1195385305049837,0.0035094472922728714,134.95730194736302,6.941828630999784,0.04378449602129885,0.3990171300150388,0.3147699878871887,0.927860696517413,909.0626780942976,0.03667868476286307,-0.030951818925334607,482.0,-0.018615261684913835,0.4881434698739069,0.2547828807890541,0.07423028426743881,0.4656637168141593,0.4959645164437144,0.9507964601769912,0.4663716814159292,5650.0,0.037347365650448446,0.5300874501622186,0.2499795731552195,0.04188777385752632,0.4987610619469027,0.5160705013830279,0.756283185840708,0.4663716814159292,5650.0,316.4898275624218,213.76664391663232,0.007075471425598279,0.1388734555578701,0.005207839531432112,158.03347064490103,7.096711240825715,0.04951712241817756,0.3914292026782114,0.30704875213781757,0.9267551133222774,1053.7866933622918,0.037039551287114225,-0.020642445388349473,361.0,0.2580154781647319,0.6735765616362631,0.5230790491984522,0.82808181315644,344.0,-0.5819638167903014,-136.9975665655032,4.324901013329397,-159.09345662483472,0.5827266271127816,0.10465116279069768,0.04934321572674181,10.92732558139535,0.5194859038142621,457.0700673102244,4570.620601119237,5941.806781455007,122.16861355199745,-5819.638167903009
