datetime,open,high,low,close,volume
2025-10-11 03:08:00+00:00,112504.0,112504.0,112288.21,112297.47,20.54622
2025-10-11 03:09:00+00:00,112297.47,112439.58,112285.7,112339.06,30.66208
2025-10-11 03:10:00+00:00,112328.0,112328.0,112203.75,112203.76,36.29666
2025-10-11 03:11:00+00:00,112203.76,112333.39,112113.33,112289.81,62.75974
2025-10-11 03:12:00+00:00,112289.81,112299.36,112222.68,112222.68,19.42829
2025-10-11 03:13:00+00:00,112222.69,112418.14,112222.69,112309.45,46.64791
2025-10-11 03:14:00+00:00,112309.45,112360.4,112283.92,112360.39,42.71973
2025-10-11 03:15:00+00:00,112360.4,112418.65,112250.0,112250.0,33.93689
2025-10-11 03:16:00+00:00,112250.01,112376.63,112194.64,112364.61,24.83518
2025-10-11 03:17:00+00:00,112364.62,112411.88,112274.41,112344.37,43.00686
2025-10-11 03:18:00+00:00,112344.37,112380.0,112252.12,112300.0,16.46625
2025-10-11 03:19:00+00:00,112300.0,112371.25,112179.79,112205.89,36.39564
2025-10-11 03:20:00+00:00,112205.88,112240.88,112099.99,112127.69,23.85909
2025-10-11 03:21:00+00:00,112127.68,112255.73,112014.81,112038.68,56.45717
2025-10-11 03:22:00+00:00,112038.68,112145.86,112038.46,112065.53,32.23203
2025-10-11 03:23:00+00:00,112065.53,112139.5,112023.84,112092.54,44.78986
2025-10-11 03:24:00+00:00,112092.54,112106.64,112000.0,112072.17,85.47085
2025-10-11 03:25:00+00:00,112072.16,112119.51,111992.83,112028.1,46.8609
2025-10-11 03:26:00+00:00,112028.09,112046.16,111891.33,111891.33,29.09689
2025-10-11 03:27:00+00:00,111891.33,111959.19,111891.32,111940.56,21.10205
2025-10-11 03:28:00+00:00,111940.57,111940.57,111863.04,111904.27,29.97397
2025-10-11 03:29:00+00:00,111904.28,111960.48,111870.39,111880.26,16.93087
2025-10-11 03:30:00+00:00,111880.25,111990.6,111842.46,111990.59,26.26248
2025-10-11 03:31:00+00:00,111990.6,112132.5,111967.98,112086.49,48.73823
2025-10-11 03:32:00+00:00,112086.48,112086.49,111902.78,111946.59,40.37792
2025-10-11 03:33:00+00:00,111946.59,112039.87,111931.43,111958.3,21.43493
2025-10-11 03:34:00+00:00,111958.31,112016.83,111923.3,112016.82,19.54198
2025-10-11 03:35:00+00:00,112016.82,112187.67,111987.75,112042.05,30.00804
2025-10-11 03:36:00+00:00,112042.05,112064.89,111854.99,111854.99,46.76501
2025-10-11 03:37:00+00:00,111855.0,111939.91,111819.32,111861.74,58.33402
2025-10-11 03:38:00+00:00,111861.75,112023.61,111848.0,111984.11,30.28724
2025-10-11 03:39:00+00:00,111984.12,112016.22,111893.48,111893.49,16.5166
2025-10-11 03:40:00+00:00,111893.48,111893.49,111800.0,111853.95,23.29413
2025-10-11 03:41:00+00:00,111853.94,111916.13,111813.05,111901.59,37.60482
2025-10-11 03:42:00+00:00,111901.59,112051.42,111871.09,111991.47,26.04461
2025-10-11 03:43:00+00:00,111991.47,111995.39,111904.84,111904.85,26.43675
2025-10-11 03:44:00+00:00,111904.86,111962.32,111877.68,111880.48,23.8646
2025-10-11 03:45:00+00:00,111880.49,111899.35,111834.48,111838.42,11.72687
2025-10-11 03:46:00+00:00,111838.42,111950.0,111838.41,111950.0,10.2664
2025-10-11 03:47:00+00:00,111949.99,111996.38,111949.99,111995.34,20.40203
2025-10-11 03:48:00+00:00,111995.33,112028.1,111970.0,111999.35,14.40428
2025-10-11 03:49:00+00:00,111999.36,112173.05,111996.63,112158.3,53.37228
2025-10-11 03:50:00+00:00,112158.3,112165.57,112028.36,112160.01,18.81969
2025-10-11 03:51:00+00:00,112160.0,112160.0,112034.47,112139.99,18.4768
2025-10-11 03:52:00+00:00,112139.98,112139.99,112000.0,112061.91,17.42521
2025-10-11 03:53:00+00:00,112061.9,112115.46,112033.37,112050.39,27.89289
2025-10-11 03:54:00+00:00,112050.39,112138.16,111966.24,112079.9,101.0445
2025-10-11 03:55:00+00:00,112079.89,112130.03,112057.29,112103.49,17.40024
2025-10-11 03:56:00+00:00,112103.48,112186.56,112064.0,112152.8,24.60533
2025-10-11 03:57:00+00:00,112152.67,112266.3,112110.44,112245.01,26.17802
2025-10-11 03:58:00+00:00,112245.01,112401.85,112245.0,112314.24,33.43528
2025-10-11 03:59:00+00:00,112314.23,112390.17,112300.0,112300.01,38.26787
2025-10-11 04:00:00+00:00,112300.0,112300.01,112217.15,112221.86,17.04759
2025-10-11 04:01:00+00:00,112221.86,112328.28,112181.73,112238.28,18.38141
2025-10-11 04:02:00+00:00,112238.27,112238.28,112065.62,112138.84,29.96221
2025-10-11 04:03:00+00:00,112138.85,112216.24,112130.08,112174.61,14.35453
2025-10-11 04:04:00+00:00,112174.6,112328.28,112174.6,112295.86,20.1753
2025-10-11 04:05:00+00:00,112295.86,112298.1,112197.26,112197.27,13.77453
2025-10-11 04:06:00+00:00,112197.27,112197.28,112122.0,112193.27,17.85132
2025-10-11 04:07:00+00:00,112193.26,112355.14,112193.26,112345.44,26.66262
2025-10-11 04:08:00+00:00,112345.45,112345.45,112226.71,112238.0,22.18994
2025-10-11 04:09:00+00:00,112238.01,112238.01,112173.66,112222.35,29.22235
2025-10-11 04:10:00+00:00,112222.36,112342.88,112222.36,112342.87,16.45644
2025-10-11 04:11:00+00:00,112342.87,112417.83,112313.29,112417.83,18.18721
2025-10-11 04:12:00+00:00,112417.83,112492.32,112386.13,112481.14,40.5007
2025-10-11 04:13:00+00:00,112481.14,112482.15,112442.77,112482.14,20.38539
2025-10-11 04:14:00+00:00,112482.14,112512.82,112436.59,112436.59,19.62016
2025-10-11 04:15:00+00:00,112436.59,112550.1,112436.59,112535.91,30.6809
2025-10-11 04:16:00+00:00,112535.9,112535.91,112489.42,112494.37,12.44401
2025-10-11 04:17:00+00:00,112494.37,112535.91,112486.95,112535.91,14.91074
2025-10-11 04:18:00+00:00,112535.9,112562.61,112481.59,112562.61,15.52483
2025-10-11 04:19:00+00:00,112562.66,112570.19,112541.08,112541.09,9.19518
2025-10-11 04:20:00+00:00,112541.09,112541.09,112473.41,112473.42,18.66374
2025-10-11 04:21:00+00:00,112473.41,112488.0,112437.67,112488.0,9.61586
2025-10-11 04:22:00+00:00,112487.99,112566.76,112487.99,112566.64,8.19743
2025-10-11 04:23:00+00:00,112566.64,112591.61,112471.07,112471.08,21.42479
2025-10-11 04:24:00+00:00,112471.08,112489.43,112459.06,112463.65,12.24482
2025-10-11 04:25:00+00:00,112463.66,112481.49,112164.88,112164.88,33.17567
2025-10-11 04:26:00+00:00,112164.88,112197.02,112137.26,112166.03,44.77086
2025-10-11 04:27:00+00:00,112166.03,112173.75,112077.43,112173.75,27.08541
2025-10-11 04:28:00+00:00,112173.75,112214.74,112115.45,112118.59,15.31452
2025-10-11 04:29:00+00:00,112118.59,112274.67,112118.58,112274.66,10.60186
2025-10-11 04:30:00+00:00,112274.67,112294.94,112190.0,112190.01,21.87997
2025-10-11 04:31:00+00:00,112190.0,112190.01,112080.45,112144.13,17.84107
2025-10-11 04:32:00+00:00,112144.13,112144.13,112088.2,112088.21,13.19755
2025-10-11 04:33:00+00:00,112088.21,112088.21,112026.94,112075.13,23.88079
2025-10-11 04:34:00+00:00,112075.13,112103.75,111951.79,111951.8,54.40023
2025-10-11 04:35:00+00:00,111951.79,111951.8,111830.94,111924.74,42.97229
2025-10-11 04:36:00+00:00,111924.74,111924.9,111800.0,111801.86,23.71482
2025-10-11 04:37:00+00:00,111801.86,111801.86,111700.0,111773.31,39.89268
2025-10-11 04:38:00+00:00,111773.31,111777.22,111750.98,111751.42,13.9917
2025-10-11 04:39:00+00:00,111751.42,111840.7,111751.41,111824.0,14.82828
2025-10-11 04:40:00+00:00,111824.0,111875.22,111823.99,111860.24,9.06635
2025-10-11 04:41:00+00:00,111860.23,111893.47,111812.8,111893.46,24.80961
2025-10-11 04:42:00+00:00,111893.47,112009.05,111874.15,112000.16,20.02308
2025-10-11 04:43:00+00:00,112000.15,112014.35,111952.67,111990.17,21.75881
2025-10-11 04:44:00+00:00,111990.17,112110.48,111981.78,112110.48,17.00455
2025-10-11 04:45:00+00:00,112110.48,112142.94,112102.37,112102.38,18.14169
2025-10-11 04:46:00+00:00,112102.38,112102.38,112024.39,112038.96,13.56736
2025-10-11 04:47:00+00:00,112038.96,112093.42,112014.43,112014.44,18.55547
2025-10-11 04:48:00+00:00,112014.44,112024.87,111951.59,111953.84,17.02008
2025-10-11 04:49:00+00:00,111955.51,112025.44,111955.51,112017.26,14.10144
2025-10-11 04:50:00+00:00,112017.25,112060.0,112017.25,112060.0,10.03258
2025-10-11 04:51:00+00:00,112060.0,112240.0,112017.64,112237.02,29.02426
2025-10-11 04:52:00+00:00,112238.49,112566.64,112238.49,112473.05,82.48965
2025-10-11 04:53:00+00:00,112473.04,112581.2,112436.25,112560.0,25.51948
2025-10-11 04:54:00+00:00,112560.0,112784.79,112549.99,112756.63,48.22729
2025-10-11 04:55:00+00:00,112756.62,112870.0,112756.62,112825.18,36.00514
2025-10-11 04:56:00+00:00,112825.18,112852.07,112736.32,112760.99,33.92582
2025-10-11 04:57:00+00:00,112760.99,112962.56,112760.98,112962.56,30.55486
2025-10-11 04:58:00+00:00,112962.56,112991.16,112905.97,112920.93,84.23012
2025-10-11 04:59:00+00:00,112920.93,112945.79,112843.39,112945.79,17.46003
2025-10-11 05:00:00+00:00,112945.79,112945.79,112861.48,112883.19,13.84743
2025-10-11 05:01:00+00:00,112883.19,112888.0,112768.2,112813.73,32.72513
2025-10-11 05:02:00+00:00,112815.42,112933.87,112815.41,112832.3,39.97138
2025-10-11 05:03:00+00:00,112832.3,112832.3,112578.57,112688.0,27.27281
2025-10-11 05:04:00+00:00,112687.99,112704.0,112587.54,112628.41,19.51535
2025-10-11 05:05:00+00:00,112628.41,112688.35,112595.46,112676.52,16.65015
2025-10-11 05:06:00+00:00,112676.51,112715.54,112661.86,112715.53,15.18112
2025-10-11 05:07:00+00:00,112715.54,112715.54,112661.87,112694.34,8.55275
2025-10-11 05:08:00+00:00,112694.34,112694.34,112647.49,112680.14,6.60581
2025-10-11 05:09:00+00:00,112680.13,112685.21,112675.63,112677.9,8.21088
2025-10-11 05:10:00+00:00,112677.91,112677.91,112612.13,112612.14,10.59514
2025-10-11 05:11:00+00:00,112612.14,112612.14,112572.39,112602.69,19.5053
2025-10-11 05:12:00+00:00,112602.7,112666.0,112602.69,112658.0,8.6335
2025-10-11 05:13:00+00:00,112657.99,112693.44,112652.92,112673.49,10.46555
2025-10-11 05:14:00+00:00,112673.49,112688.94,112660.0,112660.4,12.39253
2025-10-11 05:15:00+00:00,112660.4,112682.39,112552.46,112552.47,17.96003
2025-10-11 05:16:00+00:00,112552.47,112617.82,112465.4,112509.04,48.56843
2025-10-11 05:17:00+00:00,112509.04,112546.72,112436.0,112436.0,60.75288
2025-10-11 05:18:00+00:00,112436.01,112475.87,112355.37,112357.19,35.02696
2025-10-11 05:19:00+00:00,112357.19,112357.19,112340.71,112352.93,17.05568
2025-10-11 05:20:00+00:00,112352.94,112352.94,112290.84,112329.88,34.25016
2025-10-11 05:21:00+00:00,112329.87,112378.04,112328.28,112373.36,11.69758
2025-10-11 05:22:00+00:00,112373.37,112373.37,112186.08,112202.08,29.51897
2025-10-11 05:23:00+00:00,112202.08,112205.18,112125.83,112145.05,21.74416
2025-10-11 05:24:00+00:00,112145.04,112145.05,112032.56,112066.51,30.67119
2025-10-11 05:25:00+00:00,112066.51,112122.71,112047.44,112052.68,18.95502
2025-10-11 05:26:00+00:00,112052.67,112052.68,112043.9,112043.95,13.60353
2025-10-11 05:27:00+00:00,112043.95,112043.96,112000.47,112005.37,18.47392
2025-10-11 05:28:00+00:00,112005.38,112035.68,111992.85,112000.17,55.48617
2025-10-11 05:29:00+00:00,112000.16,112035.68,111998.0,112016.36,32.94232
2025-10-11 05:30:00+00:00,112016.36,112100.4,112016.36,112058.01,20.83241
2025-10-11 05:31:00+00:00,112058.01,112230.0,112042.0,112149.99,46.59826
2025-10-11 05:32:00+00:00,112149.98,112180.26,112091.41,112180.26,16.53138
2025-10-11 05:33:00+00:00,112180.26,112192.17,112135.2,112148.32,12.29369
2025-10-11 05:34:00+00:00,112148.33,112181.02,112148.33,112167.88,7.03078
2025-10-11 05:35:00+00:00,112167.87,112167.88,112037.27,112048.84,26.25837
2025-10-11 05:36:00+00:00,112048.85,112199.99,112048.84,112154.35,11.76467
2025-10-11 05:37:00+00:00,112154.34,112249.86,112154.34,112197.95,29.97835
2025-10-11 05:38:00+00:00,112197.94,112197.95,112142.92,112142.92,7.15883
2025-10-11 05:39:00+00:00,112142.92,112172.13,112142.92,112171.64,7.9282
2025-10-11 05:40:00+00:00,112171.64,112186.88,112000.76,112030.57,29.21905
2025-10-11 05:41:00+00:00,112030.57,112036.99,112030.57,112030.82,8.02205
2025-10-11 05:42:00+00:00,112030.83,112059.81,112030.82,112043.24,8.65125
2025-10-11 05:43:00+00:00,112043.24,112057.32,112040.04,112054.46,6.11972
2025-10-11 05:44:00+00:00,112054.46,112062.71,112034.0,112034.01,11.26095
2025-10-11 05:45:00+00:00,112034.01,112159.71,112034.0,112152.02,22.46094
2025-10-11 05:46:00+00:00,112152.02,112199.38,112114.31,112199.38,21.58611
2025-10-11 05:47:00+00:00,112199.37,112340.0,112168.04,112340.0,26.07231
2025-10-11 05:48:00+00:00,112340.0,112500.0,112331.0,112500.0,36.13724
2025-10-11 05:49:00+00:00,112500.0,112516.88,112425.25,112425.25,25.06792
2025-10-11 05:50:00+00:00,112425.26,112458.0,112358.18,112458.0,31.17511
2025-10-11 05:51:00+00:00,112457.99,112458.0,112400.0,112453.34,16.48905
2025-10-11 05:52:00+00:00,112453.34,112500.41,112413.38,112475.68,23.89479
2025-10-11 05:53:00+00:00,112475.67,112496.5,112475.67,112496.5,10.37555
2025-10-11 05:54:00+00:00,112496.5,112496.6,112450.18,112496.6,15.16923
2025-10-11 05:55:00+00:00,112496.6,112514.28,112496.59,112504.01,22.36045
2025-10-11 05:56:00+00:00,112504.0,112504.01,112400.0,112400.01,19.55181
2025-10-11 05:57:00+00:00,112400.0,112444.62,112400.0,112444.62,11.89728
2025-10-11 05:58:00+00:00,112444.61,112470.76,112427.11,112442.02,13.06919
2025-10-11 05:59:00+00:00,112442.02,112442.03,112364.01,112389.48,15.08333
2025-10-11 06:00:00+00:00,112389.48,112451.37,112389.48,112451.37,8.86799
2025-10-11 06:01:00+00:00,112451.37,112458.0,112407.06,112451.34,9.88289
2025-10-11 06:02:00+00:00,112451.35,112610.37,112451.34,112577.39,28.29821
2025-10-11 06:03:00+00:00,112577.39,112577.39,112424.0,112424.0,15.43211
2025-10-11 06:04:00+00:00,112424.0,112424.0,112134.02,112134.02,34.58893
2025-10-11 06:05:00+00:00,112134.02,112320.78,112134.02,112300.0,20.29229
2025-10-11 06:06:00+00:00,112300.01,112380.0,112242.56,112260.59,22.33087
2025-10-11 06:07:00+00:00,112260.59,112260.6,112176.0,112202.08,12.4327
2025-10-11 06:08:00+00:00,112202.08,112202.09,112146.0,112165.28,12.09853
2025-10-11 06:09:00+00:00,112165.28,112221.77,112165.28,112200.02,8.20811
2025-10-11 06:10:00+00:00,112200.02,112222.51,112134.02,112222.51,17.02164
2025-10-11 06:11:00+00:00,112222.5,112295.67,112222.5,112295.67,9.68555
2025-10-11 06:12:00+00:00,112295.67,112386.8,112286.0,112320.01,15.37726
2025-10-11 06:13:00+00:00,112320.01,112331.72,112286.01,112302.21,9.95083
2025-10-11 06:14:00+00:00,112302.2,112366.31,112302.2,112366.16,20.97696
2025-10-11 06:15:00+00:00,112366.16,112416.83,112341.99,112342.0,10.89922
2025-10-11 06:16:00+00:00,112341.99,112375.55,112322.14,112370.59,8.61398
2025-10-11 06:17:00+00:00,112370.58,112500.7,112366.65,112500.7,19.01163
2025-10-11 06:18:00+00:00,112500.69,112500.7,112404.96,112416.22,9.84478
2025-10-11 06:19:00+00:00,112416.21,112442.88,112334.57,112398.62,39.88997
2025-10-11 06:20:00+00:00,112398.62,112514.62,112398.61,112514.62,11.19809
2025-10-11 06:21:00+00:00,112514.62,112665.56,112514.61,112665.55,22.86267
2025-10-11 06:22:00+00:00,112665.56,112728.37,112607.83,112607.84,42.59742
2025-10-11 06:23:00+00:00,112607.83,112637.65,112598.01,112598.02,8.23187
2025-10-11 06:24:00+00:00,112598.02,112719.81,112598.01,112606.63,32.83089
2025-10-11 06:25:00+00:00,112606.64,112607.99,112563.36,112579.5,15.36408
2025-10-11 06:26:00+00:00,112579.49,112642.19,112579.49,112624.0,9.41072
2025-10-11 06:27:00+00:00,112623.99,112694.01,112623.99,112691.1,9.1892
2025-10-11 06:28:00+00:00,112691.11,112753.91,112663.72,112700.02,34.86825
2025-10-11 06:29:00+00:00,112700.02,112700.02,112642.58,112676.56,16.94878
2025-10-11 06:30:00+00:00,112676.56,112676.56,112611.99,112614.6,17.38424
2025-10-11 06:31:00+00:00,112614.61,112660.0,112585.36,112602.74,15.46003
2025-10-11 06:32:00+00:00,112602.73,112615.02,112571.27,112615.02,23.72608
2025-10-11 06:33:00+00:00,112615.02,112615.02,112458.35,112474.56,17.39606
2025-10-11 06:34:00+00:00,112474.57,112486.09,112329.84,112343.89,18.3517
2025-10-11 06:35:00+00:00,112343.89,112411.15,112343.88,112382.2,15.66725
2025-10-11 06:36:00+00:00,112382.2,112382.2,112319.32,112319.33,13.70342
2025-10-11 06:37:00+00:00,112319.33,112319.33,112253.95,112291.02,22.69708
2025-10-11 06:38:00+00:00,112291.01,112291.02,112207.45,112207.46,12.28124
2025-10-11 06:39:00+00:00,112207.45,112207.46,112132.1,112149.5,44.56435
2025-10-11 06:40:00+00:00,112149.51,112200.0,112130.02,112184.57,29.58056
2025-10-11 06:41:00+00:00,112184.58,112184.58,112127.23,112127.24,23.84932
2025-10-11 06:42:00+00:00,112127.23,112160.0,112090.01,112127.62,29.33338
2025-10-11 06:43:00+00:00,112127.63,112127.63,112113.04,112113.05,15.41637
2025-10-11 06:44:00+00:00,112113.05,112160.56,112113.04,112149.71,17.03718
2025-10-11 06:45:00+00:00,112149.71,112200.0,112149.55,112200.0,18.58506
2025-10-11 06:46:00+00:00,112199.99,112311.05,112199.99,112275.79,56.78359
2025-10-11 06:47:00+00:00,112275.79,112275.8,112178.04,112188.77,14.83343
2025-10-11 06:48:00+00:00,112188.77,112189.16,112034.01,112046.24,27.06177
2025-10-11 06:49:00+00:00,112046.25,112058.38,112000.0,112029.2,19.25008
2025-10-11 06:50:00+00:00,112029.2,112073.82,112029.19,112062.16,13.22214
2025-10-11 06:51:00+00:00,112062.15,112100.01,112033.19,112033.19,50.44673
2025-10-11 06:52:00+00:00,112033.19,112046.99,112032.42,112032.42,34.90154
2025-10-11 06:53:00+00:00,112032.43,112090.93,112032.42,112051.59,11.83042
2025-10-11 06:54:00+00:00,112051.59,112073.51,112022.8,112022.81,14.74393
2025-10-11 06:55:00+00:00,112022.8,112052.37,112022.8,112027.04,15.90882
2025-10-11 06:56:00+00:00,112027.04,112027.05,112020.51,112020.51,12.92869
2025-10-11 06:57:00+00:00,112020.52,112020.52,112012.0,112012.38,15.53296
2025-10-11 06:58:00+00:00,112012.38,112057.87,112012.38,112030.77,27.1335
2025-10-11 06:59:00+00:00,112030.77,112060.01,112030.76,112045.99,21.8227
2025-10-11 07:00:00+00:00,112046.0,112084.61,111653.79,111764.0,159.86878
2025-10-11 07:01:00+00:00,111764.01,111896.75,111674.53,111686.5,39.83935
2025-10-11 07:02:00+00:00,111686.49,111734.71,111577.01,111661.52,99.29949
2025-10-11 07:03:00+00:00,111661.53,111661.53,111462.74,111489.75,89.58447
2025-10-11 07:04:00+00:00,111489.75,111509.99,111422.0,111422.01,66.76752
2025-10-11 07:05:00+00:00,111422.0,111460.26,111319.13,111458.64,53.78594
2025-10-11 07:06:00+00:00,111458.64,111560.0,111376.39,111559.99,42.63956
2025-10-11 07:07:00+00:00,111559.99,111575.92,111396.77,111404.99,45.0027
2025-10-11 07:08:00+00:00,111405.0,111469.85,111340.85,111345.7,34.29642
2025-10-11 07:09:00+00:00,111345.71,111374.78,111000.0,111276.28,139.69083
2025-10-11 07:10:00+00:00,111276.27,111370.28,111196.41,111233.57,44.666
2025-10-11 07:11:00+00:00,111233.57,111374.48,111233.57,111374.48,23.39197
2025-10-11 07:12:00+00:00,111374.48,111417.68,111374.47,111391.96,25.7148
2025-10-11 07:13:00+00:00,111391.95,111458.65,111377.43,111451.27,26.76674
2025-10-11 07:14:00+00:00,111451.27,111451.27,111355.07,111397.9,30.35214
2025-10-11 07:15:00+00:00,111397.9,111397.9,111224.01,111224.02,40.54258
2025-10-11 07:16:00+00:00,111224.01,111258.1,111165.75,111246.97,45.68271
2025-10-11 07:17:00+00:00,111246.97,111307.77,111214.42,111277.78,53.87565
2025-10-11 07:18:00+00:00,111277.79,111308.78,111119.64,111122.16,53.28923
2025-10-11 07:19:00+00:00,111122.17,111188.46,111015.73,111051.22,46.62001
2025-10-11 07:20:00+00:00,111051.21,111101.59,111005.93,111028.3,63.31607
2025-10-11 07:21:00+00:00,111028.29,111049.15,110683.6,110948.95,187.53144
2025-10-11 07:22:00+00:00,110948.94,111161.01,110802.78,111157.91,65.30458
2025-10-11 07:23:00+00:00,111157.91,111299.06,111113.0,111291.29,54.90758
2025-10-11 07:24:00+00:00,111291.28,111331.85,111235.1,111255.98,67.07577
2025-10-11 07:25:00+00:00,111255.99,111268.95,111180.0,111183.09,29.33971
2025-10-11 07:26:00+00:00,111183.1,111266.11,111169.67,111261.41,31.02754
2025-10-11 07:27:00+00:00,111261.41,111290.93,110906.7,110907.68,93.73943
2025-10-11 07:28:00+00:00,110907.67,110989.38,110907.67,110989.32,36.80077
2025-10-11 07:29:00+00:00,110989.32,111011.15,110753.8,110754.18,56.6457
2025-10-11 07:30:00+00:00,110754.18,110926.15,110708.06,110828.88,94.36281
2025-10-11 07:31:00+00:00,110828.89,110862.98,110796.79,110827.91,27.16547
2025-10-11 07:32:00+00:00,110827.9,110946.95,110827.9,110865.41,47.35664
2025-10-11 07:33:00+00:00,110865.41,110985.13,110865.41,110950.0,27.31565
2025-10-11 07:34:00+00:00,110950.01,110999.99,110872.85,110980.0,37.51675
2025-10-11 07:35:00+00:00,110980.01,110980.01,110770.0,110770.01,50.22869
2025-10-11 07:36:00+00:00,110770.0,110794.88,110598.33,110662.0,54.97059
2025-10-11 07:37:00+00:00,110661.99,110768.4,110598.33,110636.36,42.79152
2025-10-11 07:38:00+00:00,110636.35,110757.4,110636.35,110702.69,42.73822
2025-10-11 07:39:00+00:00,110702.68,110702.69,110628.31,110628.31,27.61459
2025-10-11 07:40:00+00:00,110628.31,110673.56,110600.0,110649.96,34.86879
2025-10-11 07:41:00+00:00,110649.96,110770.57,110649.1,110697.52,57.69227
2025-10-11 07:42:00+00:00,110697.52,110755.48,110501.78,110558.04,40.99661
2025-10-11 07:43:00+00:00,110558.03,110705.8,110558.03,110639.34,28.4119
2025-10-11 07:44:00+00:00,110639.35,110673.0,110606.93,110632.88,18.43626
2025-10-11 07:45:00+00:00,110632.89,110660.05,110575.14,110579.5,39.33932
2025-10-11 07:46:00+00:00,110579.49,110603.87,110480.0,110508.95,48.89626
2025-10-11 07:47:00+00:00,110508.95,110657.8,110500.0,110603.86,53.2477
2025-10-11 07:48:00+00:00,110603.87,110672.6,110515.31,110515.32,55.36628
2025-10-11 07:49:00+00:00,110515.31,110528.29,110391.89,110391.89,54.21627
2025-10-11 07:50:00+00:00,110391.9,110411.12,110280.67,110288.94,51.47092
2025-10-11 07:51:00+00:00,110288.94,110364.26,110185.0,110364.26,67.78502
2025-10-11 07:52:00+00:00,110364.26,110495.39,110338.78,110433.05,42.67801
2025-10-11 07:53:00+00:00,110433.05,110460.72,110286.11,110418.88,47.24638
2025-10-11 07:54:00+00:00,110418.87,110438.12,110328.98,110380.0,27.37653
2025-10-11 07:55:00+00:00,110380.0,110448.48,110327.98,110328.11,23.40508
2025-10-11 07:56:00+00:00,110328.11,110364.08,110278.25,110278.25,35.17251
2025-10-11 07:57:00+00:00,110278.26,110307.64,110156.0,110189.05,93.67351
2025-10-11 07:58:00+00:00,110189.04,110220.02,110090.29,110220.02,56.52204
2025-10-11 07:59:00+00:00,110220.02,110384.61,110220.02,110384.61,54.28514
2025-10-11 08:00:00+00:00,110384.6,110445.3,110366.72,110402.01,38.68343
2025-10-11 08:01:00+00:00,110402.02,110426.07,110336.01,110416.35,23.6643
